id,name,state,grade,score,size_tier,national_percentile,snapshot_date,days_until_expiry,expiry_status,mdb_id,validator_version,feed_url,top_fix,scorecard_url
union-gap,Union Gap,Washington,B,83.1,small,89,2026-07-04,271,current,277,8.0.1,https://data.trilliumtransit.com/gtfs/uniongap-wa-us/uniongap-wa-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/union-gap/
union-gap-277,Union Gap,Washington,B,83.1,small,89,2026-07-04,271,current,277,8.0.1,http://data.trilliumtransit.com/gtfs/uniongap-wa-us/uniongap-wa-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/union-gap-277/
unitrans,Unitrans (ASUCD / City of Davis),,B,80.8,medium,82,2026-07-04,80,current,,8.0.1,https://unitrans.ucdavis.edu/media/gtfs/Unitrans_GTFS.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/unitrans/
university-of-california-berkeley-shuttle-bear-transit,University of California Berkeley Shuttle (Bear Transit),,F,45.1,small,22,2026-07-04,-1646,stale,,8.0.1,https://data.trilliumtransit.com/gtfs/beartransit-ca-us/beartransit-ca-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/university-of-california-berkeley-shuttle-bear-transit/
university-of-california-berkeley-shuttle-bear-transit-226,University of California Berkeley Shuttle (Bear Transit),California,F,45.1,small,22,2026-07-04,-1646,stale,226,8.0.1,http://data.trilliumtransit.com/gtfs/beartransit-ca-us/beartransit-ca-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/university-of-california-berkeley-shuttle-bear-transit-226/
university-of-colorado-boulder,University of Colorado Boulder,Colorado,C,75.4,small,70,2026-07-04,47,current,181,8.0.1,https://data.trilliumtransit.com/gtfs/universitycoloradoboulder-co-us/universitycoloradoboulder-co-us.zip,"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default).",https://gtfsscorecard.org/agency/university-of-colorado-boulder/
university-of-colorado-boulder-181,University of Colorado Boulder,Colorado,C,75.4,small,70,2026-07-04,47,current,181,8.0.1,http://data.trilliumtransit.com/gtfs/universitycoloradoboulder-co-us/universitycoloradoboulder-co-us.zip,"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default).",https://gtfsscorecard.org/agency/university-of-colorado-boulder-181/
university-of-iowa-cambus-cambus,University of Iowa - CAMBUS (CAMBUS),Iowa,C,76.0,small,72,2026-07-04,48,current,197,8.0.1,https://data.trilliumtransit.com/gtfs/cambus-ia-us/cambus-ia-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/university-of-iowa-cambus-cambus/
university-of-iowa-cambus-cambus-197,University of Iowa - CAMBUS (CAMBUS),Iowa,C,76.0,small,72,2026-07-04,48,current,197,8.0.1,http://data.trilliumtransit.com/gtfs/cambus-ia-us/cambus-ia-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/university-of-iowa-cambus-cambus-197/
university-of-michigan-transit-services,University of Michigan Transit Services,Michigan,F,48.6,medium,32,2026-07-04,-1526,stale,416,8.0.1,http://ltp.umich.edu/gtfs/google_transit.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/university-of-michigan-transit-services/
university-of-michigan-transit-services-2072,University of Michigan Transit Services,Michigan,C,74.4,medium,67,2026-07-04,49,current,2072,8.0.1,https://webapps.fo.umich.edu/transit_uploads/google_transit.zip,"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default).",https://gtfsscorecard.org/agency/university-of-michigan-transit-services-2072/
university-of-montana-udash,University of Montana (UDASH),Montana,F,49.9,small,34,2026-07-04,-784,stale,293,8.0.1,https://data.trilliumtransit.com/gtfs/udash-mt-us/udash-mt-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/university-of-montana-udash/
university-of-montana-udash-293,University of Montana (UDASH),Montana,F,49.9,small,34,2026-07-04,-784,stale,293,8.0.1,http://data.trilliumtransit.com/gtfs/udash-mt-us/udash-mt-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/university-of-montana-udash-293/
upper-arkansas-area-council-of-governments,Flex,Colorado,F,59.5,small,49,2026-07-04,28,expiring_soon,2188,8.0.1,https://data.trilliumtransit.com/gtfs/uaacog-co-us/uaacog-co-us--flex-v2.zip,Re-export with a validity window that reaches at least 60 days out.,https://gtfsscorecard.org/agency/upper-arkansas-area-council-of-governments/
upper-merion-rambler,Upper Merion Rambler,,B,81.7,small,85,2026-07-04,180,current,3036,8.0.1,https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/13641/UPPER_MERION_RAMBLER.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/upper-merion-rambler/
usf-bull-runner,USF Bull Runner,Florida,C,70.2,medium,62,2026-07-04,1641,current,329,8.0.1,https://github.com/CUTR-at-USF/bullrunner-gtfs-realtime-generator/raw/master/bullrunner-gtfs.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/usf-bull-runner/
uta,UTA,Utah,F,19.6,large,1,2026-07-04,-812,stale,1171,8.0.1,https://transitfeeds.com/p/utah-transportation-authority/59/latest/download,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/uta/
uta-2349,UTA,Utah,F,50.7,large,36,2026-07-04,42,current,2349,8.0.1,https://gtfsfeed.rideuta.com/gtfs.zip,Re-generate shape distances in your export; flag to your vendor if it persists.,https://gtfsscorecard.org/agency/uta-2349/
utah-transit-authority-uta,Utah Transit Authority (UTA),Utah,F,50.7,large,36,2026-07-04,42,current,170,8.0.1,https://gtfsfeed.rideuta.com/GTFS.zip,Re-generate shape distances in your export; flag to your vendor if it persists.,https://gtfsscorecard.org/agency/utah-transit-authority-uta/
utrans,UTrans,Oregon,F,48.6,medium,32,2026-07-04,-398,stale,123,8.0.1,https://oregon-gtfs.com/gtfs_data/umpquatransit-or-us/umpquatransit-or-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/utrans/
utrans-123,UTrans,Oregon,F,48.6,medium,32,2026-07-04,-398,stale,123,8.0.1,http://oregon-gtfs.com/gtfs_data/umpquatransit-or-us/umpquatransit-or-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/utrans-123/
vail-transit,Vail Transit,Colorado,B,80.0,medium,80,2026-07-04,155,current,174,8.0.1,https://data.trilliumtransit.com/gtfs/vailtransit-co-us/vailtransit-co-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/vail-transit/
vail-transit-174,Vail Transit,Colorado,B,80.0,medium,80,2026-07-04,155,current,174,8.0.1,http://data.trilliumtransit.com/gtfs/vailtransit-co-us/vailtransit-co-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/vail-transit-174/
valley-metro,Valley Metro,Virginia,F,46.3,large,25,2026-07-04,-3837,stale,1239,8.0.1,https://data.trilliumtransit.com/gtfs/roanoke-va-us/roanoke-va-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/valley-metro/
valley-metro-1239,Valley Metro,Virginia,F,46.3,large,25,2026-07-04,-3837,stale,1239,8.0.1,http://data.trilliumtransit.com/gtfs/roanoke-va-us/roanoke-va-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/valley-metro-1239/
valley-metro-2274,Valley Metro,Virginia,F,33.0,medium,7,2026-07-04,26843,current,2274,8.0.1,https://vmgoapp.com/gtfs,Re-generate shape distances in your export; flag to your vendor if it persists.,https://gtfsscorecard.org/agency/valley-metro-2274/
valley-metro-2437,Flex,Virginia,C,76.8,small,73,2026-07-04,59,current,2437,8.0.1,https://data.trilliumtransit.com/gtfs/valleymetro-va-us/valleymetro-va-us--flex-v2.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/valley-metro-2437/
valley-metro-vm,Valley Metro (VM),Arizona,C,79.9,large,80,2026-07-04,113,current,147,8.0.1,https://phoenixopendata.com/dataset/3eae9a4a-98b9-40c8-8df7-8c00c1756235/resource/28ccc0a5-49c8-495c-b91f-193de5ce2cb7/download/googletransit.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/valley-metro-vm/
valley-regional-transit,Valley Regional Transit,Idaho,F,46.2,medium,24,2026-07-04,-278,lapsed,142,8.0.1,https://www.valleyregionaltransit.org/GTFS/vrt_transit1.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/valley-regional-transit/
valley-retriever-busline,Valley Retriever Busline,Oregon,F,44.5,small,20,2026-07-04,-3337,stale,633,8.0.1,https://oregon-gtfs.trilliumtransit.com/gtfs_data/valleyretriever-or-us/valleyretriever-or-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/valley-retriever-busline/
valley-transit-wi,Valley Transit (WI),Wisconsin,F,47.3,medium,28,2026-07-04,-916,stale,398,8.0.1,http://gis.appleton.org/DataDownload/google_transit.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/valley-transit-wi/
valley-transit-wi-2069,Valley Transit (WI),Wisconsin,D,60.4,medium,50,2026-07-04,26843,current,2069,8.0.1,https://ridemyvalleytransit.com/gtfs,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/valley-transit-wi-2069/
valparaiso-transit,Valparaiso Transit,Indiana,B,84.9,medium,93,2026-07-04,120,current,620,8.0.1,https://data.trilliumtransit.com/gtfs/valpotransit-chi-us/valpotransit-chi-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/valparaiso-transit/
valparaiso-transit-620,Valparaiso Transit,Indiana,B,84.9,medium,93,2026-07-04,120,current,620,8.0.1,http://data.trilliumtransit.com/gtfs/valpotransit-chi-us/valpotransit-chi-us.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/valparaiso-transit-620/
ventura-county-transportation-commission,Ventura County Transportation Commission,,F,45.8,medium,23,2026-07-04,-323,lapsed,,8.0.1,https://data.trilliumtransit.com/gtfs/vctc-ca-us/vctc-ca-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/ventura-county-transportation-commission/
ventura-county-transportation-commission-3096,Ventura County Transportation Commission,California,B,82.4,medium,87,2026-07-04,1641,current,3096,8.0.1,https://www.goventura.org/wp-content/uploads/2026/02/20260213-GMV_Schedule.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/ventura-county-transportation-commission-3096/
ventura-county-transportation-commission-31,Ventura County Transportation Commission,California,F,45.8,medium,23,2026-07-04,-323,lapsed,31,8.0.1,http://data.trilliumtransit.com/gtfs/vctc-ca-us/vctc-ca-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/ventura-county-transportation-commission-31/
verde-lynx,Verde Lynx,Arizona,F,51.3,small,37,2026-07-04,-3471,stale,159,8.0.1,https://data.trilliumtransit.com/gtfs/verdelynx-az-us/verdelynx-az-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/verde-lynx/
verde-lynx-159,Verde Lynx,Arizona,F,51.3,small,37,2026-07-04,-3471,stale,159,8.0.1,http://data.trilliumtransit.com/gtfs/verdelynx-az-us/verdelynx-az-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/verde-lynx-159/
vermont-translines,Vermont Translines,Vermont,C,70.7,small,62,2026-07-04,28,expiring_soon,450,8.0.1,https://data.trilliumtransit.com/gtfs/vttranslines-vt-us/vttranslines-vt-us.zip,Re-export with a validity window that reaches at least 60 days out.,https://gtfsscorecard.org/agency/vermont-translines/
vermont-translines-450,Vermont Translines,Vermont,C,70.7,small,62,2026-07-04,28,expiring_soon,450,8.0.1,http://data.trilliumtransit.com/gtfs/vttranslines-vt-us/vttranslines-vt-us.zip,Re-export with a validity window that reaches at least 60 days out.,https://gtfsscorecard.org/agency/vermont-translines-450/
via-metropolitan-transit-via,VIA Metropolitan Transit (VIA),Texas,F,12.4,large,0,2026-07-04,-790,stale,1242,8.0.1,https://transitfeeds.com/p/via-metropolitan-transit/62/latest/download,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/via-metropolitan-transit-via/
via-metropolitan-transit-via-2348,VIA Metropolitan Transit (VIA),Texas,F,54.1,large,42,2026-07-04,50,current,2348,8.0.1,https://www.viainfo.net/BusService/google_transit.zip,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,https://gtfsscorecard.org/agency/via-metropolitan-transit-via-2348/
via-mobility,Via Mobility,Colorado,F,50.0,medium,34,2026-07-04,-490,stale,180,8.0.1,https://data.trilliumtransit.com/gtfs/viamobilityservices-co-us/viamobilityservices-co-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/via-mobility/
via-mobility-180,Via Mobility,Colorado,F,50.0,medium,34,2026-07-04,-490,stale,180,8.0.1,http://data.trilliumtransit.com/gtfs/viamobilityservices-co-us/viamobilityservices-co-us.zip,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",https://gtfsscorecard.org/agency/via-mobility-180/
via-mobility-2395,Via Mobility,Colorado,D,64.1,medium,54,2026-07-04,30,expiring_soon,2395,8.0.1,https://passio3.com/viaboulder/passioTransit/gtfs/google_transit.zip,Review the rule documentation for 'foreign_key_violation' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.,https://gtfsscorecard.org/agency/via-mobility-2395/
